Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,BO_JK,Rang,Nom,Pays,Club,%,Squad_JK,Nation_JK,winner_Bundesliga,winner_C3,finalist_C3,winner_UCL,finalist_UCL,winner_Club WC,finalist_Club WC,winner_Copa America,finalist_Copa America,winner_Euro,finalist_Euro,winner_Liga,winner_Ligue 1,winner_PL,winner_Serie A,winner_WC,finalist_WC
2003,Inter,Serie A,Francesco Toldo,ITA,GK,30.0,1971.0,32.0,32.0,2880.0,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/9a71df39/Francesco-Toldo,,,,,,,,,,2003Francesco Toldo,22,Francesco Toldo,Italie,Inter Milan,0.1282051282051282,2003Inter,2003ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Barcelona,La Liga,Ronaldinho,BRA,"FW,MF",23.0,1980.0,32.0,32.0,2677.0,29.7,15.0,5.0,13.0,2.0,2.0,10.0,1.0,0.5,0.17,0.67,0.44,0.61,https://fbref.com/en/players/34edcab0/Ronaldinho,,,,,,,,,,2004Ronaldinho,3,Ronaldinho,Brésil,Barcelone,17.05128205128205,2004Barcelona,2004BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Arsenal,Premier League,Thierry Henry,FRA,FW,25.0,1977.0,37.0,37.0,3330.0,37.0,30.0,6.0,23.0,7.0,7.0,3.0,0.0,0.81,0.16,0.97,0.62,0.78,https://fbref.com/en/players/c0c5ee74/Thierry-Henry,,,,,,,,,,2004Thierry Henry,4,Thierry Henry,France,Arsenal,10.256410256410257,2004Arsenal,2004FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,Inter,Serie A,Adriano,BRA,FW,21.0,1982.0,16.0,13.0,1187.0,13.2,9.0,,8.0,1.0,1.0,0.0,0.0,0.68,,,0.61,,https://fbref.com/en/players/4ec73d8a/Adriano,,,,,,,,,,2004Adriano,6,Adriano,Brésil,Parme Inter Milan,3.4615384615384617,2004Inter,2004BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Parma,Serie A,Adriano,BRA,FW,21.0,1982.0,9.0,8.0,720.0,8.0,8.0,,7.0,1.0,1.0,0.0,0.0,1.0,,,0.87,,https://fbref.com/en/players/4ec73d8a/Adriano,,,,,,,,,,2004Adriano,6,Adriano,Brésil,Parme Inter Milan,3.4615384615384617,2004Parma,2004BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Everton,Premier League,Wayne Rooney,ENG,"FW,MF",17.0,1985.0,34.0,26.0,2442.0,27.1,9.0,4.0,9.0,0.0,0.0,11.0,0.0,0.33,0.15,0.48,0.33,0.48,https://fbref.com/en/players/f07be45a/Wayne-Rooney,,,,,,,,,,2004Wayne Rooney,8,Wayne Rooney,Angleterre,Everton Manchester United,2.8205128205128207,2004Everton,2004ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Manchester Utd,Premier League,Ruud van Nistelrooy,NED,FW,27.0,1976.0,32.0,31.0,2753.0,30.6,20.0,2.0,19.0,1.0,4.0,4.0,0.0,0.65,0.07,0.72,0.62,0.69,https://fbref.com/en/players/80a30989/Ruud-van-Nistelrooy,,,,,,,,,,2004Ruud van Nistelrooy,9,Ruud van Nistelrooy,Pays-Bas,Manchester United,2.3076923076923075,2004Manchester Utd,2004NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Werder Bremen,Bundesliga,Angelos Charisteas,GRE,FW,23.0,1980.0,24.0,7.0,850.0,9.4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.42,0.42,0.85,0.42,0.85,https://fbref.com/en/players/676f422b/Angelos-Charisteas,,,,,,,,,,2004Angelos Charisteas,11,Angelos Charisteas,Grèce,Werder Brême,1.9230769230769231,2004Werder Bremen,2004GRE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,Manchester Utd,Premier League,Cristiano Ronaldo,POR,"FW,MF",18.0,1985.0,29.0,15.0,1548.0,17.2,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.23,0.23,0.47,0.23,0.47,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2004Cristiano Ronaldo,12,Cristiano Ronaldo,Portugal,Manchester United,1.4102564102564104,2004Manchester Utd,2004POR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,Liverpool,Premier League,Milan Baroš,CZE,FW,21.0,1981.0,13.0,6.0,606.0,6.7,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.15,0.45,0.59,0.15,0.59,https://fbref.com/en/players/f3a9a99b/Milan-Baros,,,,,,,,,,2004Milan Baroš,12,Milan Baroš,République tchèque,Liverpool,1.4102564102564104,2004Liverpool,2004CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Mallorca,La Liga,Samuel Eto'o,CMR,FW,22.0,1981.0,32.0,32.0,2853.0,31.7,17.0,7.0,11.0,6.0,8.0,4.0,1.0,0.54,0.22,0.76,0.35,0.57,https://fbref.com/en/players/06420c93/Samuel-Etoo,,,,,,,,,,2004Samuel Eto'o,15,Samuel Eto'o,Cameroun,Mallorca Barcelone,0.8974358974358975,2004Mallorca,2004CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Milan,Serie A,Kaká,BRA,"FW,MF",21.0,1982.0,30.0,25.0,2244.0,24.9,10.0,5.0,10.0,0.0,0.0,5.0,0.0,0.4,0.2,0.6,0.4,0.6,https://fbref.com/en/players/b2d6ea70/Kaka,,,,,,,,,,2004Kaká,15,Kaká,Brésil,Milan,0.8974358974358975,2004Milan,2004BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2004,Roma,Serie A,Traianos Dellas,GRE,DF,27.0,1976.0,14.0,7.0,843.0,9.4,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,https://fbref.com/en/players/cefe8bcf/Traianos-Dellas,,,,,,,,,,2004Traianos Dellas,17,Traianos Dellas,Grèce,Rome,0.6410256410256411,2004Roma,2004GRE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,Monaco,Ligue 1,Fernando Morientes,ESP,FW,27.0,1976.0,28.0,26.0,2027.0,22.5,10.0,5.0,9.0,1.0,1.0,2.0,0.0,0.44,0.22,0.67,0.4,0.62,https://fbref.com/en/players/bceebb25/Fernando-Morientes,,,,,,,,,,2004Fernando Morientes,17,Fernando Morientes,Espagne,Monaco Real Madrid,0.6410256410256411,2004Monaco,2004ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Real Madrid,La Liga,Fernando Morientes,ESP,FW,27.0,1976.0,1.0,0.0,6.0,0.1,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/bceebb25/Fernando-Morientes,,,,,,,,,,2004Fernando Morientes,17,Fernando Morientes,Espagne,Monaco Real Madrid,0.6410256410256411,2004Real Madrid,2004ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Chelsea,Premier League,Frank Lampard,ENG,MF,25.0,1978.0,38.0,38.0,3378.0,37.5,10.0,5.0,8.0,2.0,2.0,3.0,0.0,0.27,0.13,0.4,0.21,0.35,https://fbref.com/en/players/268df6b1/Frank-Lampard,,,,,,,,,,2004Frank Lampard,17,Frank Lampard,Angleterre,Chelsea,0.6410256410256411,2004Chelsea,2004ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Marseille,Ligue 1,Didier Drogba,CIV,FW,25.0,1978.0,35.0,30.0,2596.0,28.8,19.0,7.0,16.0,3.0,3.0,3.0,1.0,0.66,0.24,0.9,0.55,0.8,https://fbref.com/en/players/945dea33/Didier-Drogba,,,,,,,,,,2004Didier Drogba,17,Didier Drogba,Côte d'Ivoire,Marseille Chelsea,0.6410256410256411,2004Marseille,2004CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Juventus,Serie A,Gianluigi Buffon,ITA,GK,25.0,1978.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2004Gianluigi Buffon,17,Gianluigi Buffon,Italie,Juventus,0.6410256410256411,2004Juventus,2004ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Real Madrid,La Liga,Luís Figo,POR,"FW,MF",30.0,1972.0,36.0,34.0,3009.0,33.4,7.0,11.0,2.0,5.0,6.0,10.0,1.0,0.21,0.33,0.54,0.06,0.39,https://fbref.com/en/players/f20f347f/Luis-Figo,,,,,,,,,,2004Luís Figo,22,Luís Figo,Portugal,Real Madrid,0.5128205128205128,2004Real Madrid,2004POR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,Real Madrid,La Liga,Zinédine Zidane,FRA,MF,31.0,1972.0,33.0,33.0,2698.0,30.0,6.0,8.0,6.0,0.0,0.0,7.0,1.0,0.2,0.27,0.47,0.2,0.47,https://fbref.com/en/players/654f4e63/Zinedine-Zidane,,,,,,,,,,2004Zinédine Zidane,23,Zinédine Zidane,France,Real Madrid,0.38461538461538464,2004Real Madrid,2004FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Valencia,La Liga,Rubén Baraja,ESP,MF,28.0,1975.0,35.0,29.0,2619.0,29.1,8.0,2.0,8.0,0.0,1.0,9.0,0.0,0.27,0.07,0.34,0.27,0.34,https://fbref.com/en/players/31a8e5c3/Ruben-Baraja,,,,,,,,,,2004Rubén Baraja,24,Rubén Baraja,Espagne,Valence,0.2564102564102564,2004Valencia,2004ESP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Monaco,Ligue 1,Ludovic Giuly,FRA,"FW,MF",27.0,1976.0,30.0,27.0,2341.0,26.0,13.0,3.0,12.0,1.0,1.0,2.0,0.0,0.5,0.12,0.62,0.46,0.58,https://fbref.com/en/players/028d362d/Ludovic-Giuly,,,,,,,,,,2004Ludovic Giuly,24,Ludovic Giuly,France,Monaco Barcelone,0.2564102564102564,2004Monaco,2004FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Milan,Serie A,Paolo Maldini,ITA,DF,35.0,1968.0,30.0,30.0,2639.0,29.3,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/14323e81/Paolo-Maldini,,,,,,,,,,2004Paolo Maldini,28,Paolo Maldini,Italie,Milan,0.1282051282051282,2004Milan,2004ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,Barcelona,La Liga,Ronaldinho,BRA,"FW,MF",24.0,1980.0,35.0,35.0,3071.0,34.1,9.0,9.0,6.0,3.0,4.0,5.0,0.0,0.26,0.26,0.53,0.18,0.44,https://fbref.com/en/players/34edcab0/Ronaldinho,,,,,,,,,,2005Ronaldinho,1,Ronaldinho,Brésil,Barcelone,28.846153846153847,2005Barcelona,2005BRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,Chelsea,Premier League,Frank Lampard,ENG,MF,26.0,1978.0,38.0,38.0,3413.0,37.9,13.0,18.0,10.0,3.0,3.0,6.0,0.0,0.34,0.47,0.82,0.26,0.74,https://fbref.com/en/players/268df6b1/Frank-Lampard,,,,,,,,,,2005Frank Lampard,2,Frank Lampard,Angleterre,Chelsea,18.974358974358974,2005Chelsea,2005ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Liverpool,Premier League,Steven Gerrard,ENG,MF,24.0,1980.0,30.0,28.0,2465.0,27.4,7.0,4.0,7.0,0.0,1.0,3.0,0.0,0.26,0.15,0.4,0.26,0.4,https://fbref.com/en/players/caeb5442/Steven-Gerrard,,,,,,,,,,2005Steven Gerrard,3,Steven Gerrard,Angleterre,Liverpool FC,18.205128205128204,2005Liverpool,2005ENG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Arsenal,Premier League,Thierry Henry,FRA,FW,26.0,1977.0,32.0,31.0,2844.0,31.6,25.0,14.0,25.0,0.0,1.0,2.0,0.0,0.79,0.44,1.23,0.79,1.23,https://fbref.com/en/players/c0c5ee74/Thierry-Henry,,,,,,,,,,2005Thierry Henry,4,Thierry Henry,France,Arsenal,5.256410256410256,2005Arsenal,2005FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Milan,Serie A,Paolo Maldini,ITA,DF,36.0,1968.0,33.0,33.0,2915.0,32.4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/14323e81/Paolo-Maldini,,,,,,,,,,2005Paolo Maldini,6,Paolo Maldini,Italie,Milan,2.948717948717949,2005Milan,2005ITA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Atalanta,Serie A,Adriano,BRA,DF,22.0,1982.0,10.0,7.0,665.0,7.4,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,https://fbref.com/en/players/e9350581/Adriano,,,,,,,,,,2005Adriano,7,Adriano,Brésil,Inter Milan,2.8205128205128207,2005Atalanta,2005BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Inter,Serie A,Adriano,BRA,FW,22.0,1982.0,30.0,26.0,2274.0,25.3,16.0,1.0,14.0,2.0,4.0,2.0,0.0,0.63,0.04,0.67,0.55,0.59,https://fbref.com/en/players/4ec73d8a/Adriano,,,,,,,,,,2005Adriano,7,Adriano,Brésil,Inter Milan,2.8205128205128207,2005Inter,2005BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Sevilla,La Liga,Adriano,BRA,"DF,MF",19.0,1984.0,16.0,16.0,1174.0,13.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.15,0.31,0.46,0.15,0.46,https://fbref.com/en/players/9d8586c4/Adriano,,,,,,,,,,2005Adriano,7,Adriano,Brésil,Inter Milan,2.8205128205128207,2005Sevilla,2005BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Milan,Serie A,Kaká,BRA,"FW,MF",22.0,1982.0,36.0,33.0,2931.0,32.6,7.0,13.0,7.0,0.0,0.0,5.0,0.0,0.21,0.4,0.61,0.21,0.61,https://fbref.com/en/players/b2d6ea70/Kaka,,,,,,,,,,2005Kaká,9,Kaká,Brésil,Milan,2.4358974358974357,2005Milan,2005BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Barcelona,La Liga,Samuel Eto'o,CMR,FW,23.0,1981.0,37.0,37.0,3036.0,33.7,24.0,3.0,20.0,4.0,5.0,4.0,0.0,0.71,0.09,0.8,0.59,0.68,https://fbref.com/en/players/06420c93/Samuel-Etoo,,,,,,,,,,2005Samuel Eto'o,,Samuel Eto'o,Cameroun,Barcelone,2.3076923076923075,2005Barcelona,2005CMR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,Chelsea,Premier League,John Terry,ENG,DF,23.0,1980.0,36.0,36.0,3240.0,36.0,3.0,1.0,3.0,0.0,0.0,8.0,0.0,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/68517cfd/John-Terry,,,,,,,,,,2005John Terry,,John Terry,Angleterre,Chelsea,2.3076923076923075,2005Chelsea,2005ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Chelsea,Premier League,Claude Makélélé,FRA,MF,31.0,1973.0,36.0,36.0,3240.0,36.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.03,0.06,0.08,0.03,0.08,https://fbref.com/en/players/c27d01de/Claude-Makelele,,,,,,,,,,2005Claude Makélélé,13,Claude Makélélé,France,Chelsea,1.0256410256410255,2005Chelsea,2005FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Bayern Munich,Bundesliga,Michael Ballack,GER,MF,27.0,1976.0,27.0,27.0,2396.0,26.6,13.0,6.0,12.0,1.0,1.0,7.0,0.0,0.49,0.23,0.71,0.45,0.68,https://fbref.com/en/players/9d1b8b6b/Michael-Ballack,,,,,,,,,,2005Michael Ballack,14,Michael Ballack,Allemagne,Bayern Munich,0.8974358974358975,2005Bayern Munich,2005GER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Chelsea,Premier League,Didier Drogba,CIV,FW,26.0,1978.0,26.0,18.0,1632.0,18.1,10.0,5.0,10.0,0.0,0.0,2.0,0.0,0.55,0.28,0.83,0.55,0.83,https://fbref.com/en/players/945dea33/Didier-Drogba,,,,,,,,,,2005Didier Drogba,14,Didier Drogba,Côte d'Ivoire,Chelsea,0.8974358974358975,2005Chelsea,2005CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Chelsea,Premier League,Petr Cech,CZE,GK,22.0,1982.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/71672fa0/Petr-Cech,,,,,,,,,,2005Petr Cech,14,Petr Cech,République tchèque,Chelsea,0.8974358974358975,2005Chelsea,2005CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Villarreal,La Liga,Juan Román Riquelme,ARG,MF,26.0,1978.0,35.0,35.0,3121.0,34.7,15.0,9.0,7.0,8.0,8.0,5.0,0.0,0.43,0.26,0.69,0.2,0.46,https://fbref.com/en/players/04381207/Juan-Roman-Riquelme,,,,,,,,,,2005Juan Román Riquelme,14,Juan Román Riquelme,Argentine,Villarreal CF,0.8974358974358975,2005Villarreal,2005ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Real Madrid,La Liga,Zinédine Zidane,FRA,MF,32.0,1972.0,29.0,28.0,2346.0,26.1,6.0,5.0,5.0,1.0,1.0,5.0,1.0,0.23,0.19,0.42,0.19,0.38,https://fbref.com/en/players/654f4e63/Zinedine-Zidane,,,,,,,,,,2005Zinédine Zidane,18,Zinédine Zidane,France,Real Madrid,0.6410256410256411,2005Real Madrid,2005FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Juventus,Serie A,Gianluigi Buffon,ITA,GK,26.0,1978.0,37.0,37.0,3285.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2005Gianluigi Buffon,19,Gianluigi Buffon,Italie,Juventus,0.5128205128205128,2005Juventus,2005ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Manchester Utd,Premier League,Cristiano Ronaldo,POR,"FW,MF",19.0,1985.0,33.0,25.0,2423.0,26.9,5.0,4.0,5.0,0.0,0.0,4.0,0.0,0.19,0.15,0.33,0.19,0.33,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2005Cristiano Ronaldo,,Cristiano Ronaldo,Portugal,Manchester United,0.38461538461538464,2005Manchester Utd,2005POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Liverpool,Premier League,Jamie Carragher,ENG,"DF,MF",26.0,1978.0,38.0,38.0,3420.0,38.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,https://fbref.com/en/players/d0ebce19/Jamie-Carragher,,,,,,,,,,2005Jamie Carragher,,Jamie Carragher,Angleterre,Liverpool FC,0.38461538461538464,2005Liverpool,2005ENG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Lyon,Ligue 1,Michael Essien,GHA,"DF,MF",21.0,1982.0,37.0,36.0,3198.0,35.5,4.0,2.0,4.0,0.0,0.0,11.0,1.0,0.11,0.06,0.17,0.11,0.17,https://fbref.com/en/players/d6577282/Michael-Essien,,,,,,,,,,2005Michael Essien,22,Michael Essien,Ghana,Lyon Chelsea,0.2564102564102564,2005Lyon,2005GHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,Juventus,Serie A,Fabio Cannavaro,ITA,DF,31.0,1973.0,36.0,36.0,3201.0,35.6,4.0,0.0,4.0,0.0,0.0,7.0,1.0,0.11,0.0,0.11,0.11,0.11,https://fbref.com/en/players/51152527/Fabio-Cannavaro,,,,,,,,,,2006Fabio Cannavaro,1,Fabio Cannavaro,Italie,Juventus Real Madrid,22.17948717948718,2006Juventus,2006ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,Juventus,Serie A,Gianluigi Buffon,ITA,GK,27.0,1978.0,18.0,18.0,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2006Gianluigi Buffon,2,Gianluigi Buffon,Italie,Juventus,15.897435897435898,2006Juventus,2006ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,Arsenal,Premier League,Thierry Henry,FRA,FW,27.0,1977.0,32.0,30.0,2672.0,29.7,27.0,8.0,24.0,3.0,3.0,2.0,0.0,0.91,0.27,1.18,0.81,1.08,https://fbref.com/en/players/c0c5ee74/Thierry-Henry,,,,,,,,,,2006Thierry Henry,3,Thierry Henry,France,Arsenal,15.512820512820513,2006Arsenal,2006FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,Barcelona,La Liga,Ronaldinho,BRA,"FW,MF",25.0,1980.0,29.0,29.0,2523.0,28.0,17.0,14.0,10.0,7.0,8.0,5.0,0.0,0.61,0.5,1.11,0.36,0.86,https://fbref.com/en/players/34edcab0/Ronaldinho,,,,,,,,,,2006Ronaldinho,4,Ronaldinho,Brésil,FC Barcelone,9.35897435897436,2006Barcelona,2006BRA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,Real Madrid,La Liga,Zinédine Zidane,FRA,MF,33.0,1972.0,29.0,24.0,2182.0,24.2,9.0,9.0,7.0,2.0,3.0,5.0,0.0,0.37,0.37,0.74,0.29,0.66,https://fbref.com/en/players/654f4e63/Zinedine-Zidane,,,,,,,,,,2006Zinédine Zidane,5,Zinédine Zidane,France,Real Madrid Retraite,9.102564102564102,2006Real Madrid,2006FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,Barcelona,La Liga,Samuel Eto'o,CMR,FW,24.0,1981.0,34.0,34.0,3015.0,33.5,26.0,5.0,25.0,1.0,2.0,1.0,0.0,0.78,0.15,0.93,0.75,0.9,https://fbref.com/en/players/06420c93/Samuel-Etoo,,,,,,,,,,2006Samuel Eto'o,6,Samuel Eto'o,Cameroun,FC Barcelone,8.58974358974359,2006Barcelona,2006CMR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,Werder Bremen,Bundesliga,Miroslav Klose,GER,FW,27.0,1978.0,26.0,25.0,2151.0,23.9,25.0,11.0,24.0,1.0,2.0,4.0,0.0,1.05,0.46,1.51,1.0,1.46,https://fbref.com/en/players/5e36a0dd/Miroslav-Klose,,,,,,,,,,2006Miroslav Klose,7,Miroslav Klose,Allemagne,Werder Brême,3.717948717948718,2006Werder Bremen,2006GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Chelsea,Premier League,Didier Drogba,CIV,FW,27.0,1978.0,29.0,20.0,1990.0,22.1,12.0,11.0,12.0,0.0,0.0,8.0,0.0,0.54,0.5,1.04,0.54,1.04,https://fbref.com/en/players/945dea33/Didier-Drogba,,,,,,,,,,2006Didier Drogba,8,Didier Drogba,Côte d'Ivoire,Chelsea,3.2051282051282053,2006Chelsea,2006CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,Milan,Serie A,Andrea Pirlo,ITA,MF,26.0,1979.0,33.0,31.0,2767.0,30.7,4.0,6.0,4.0,0.0,0.0,4.0,0.0,0.13,0.2,0.33,0.13,0.33,https://fbref.com/en/players/71c5f16f/Andrea-Pirlo,,,,,,,,,,2006Andrea Pirlo,9,Andrea Pirlo,Italie,Milan AC,2.1794871794871793,2006Milan,2006ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,Arsenal,Premier League,Jens Lehmann,GER,GK,35.0,1969.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d1ca1129/Jens-Lehmann,,,,,,,,,,2006Jens Lehmann,,Jens Lehmann,Allemagne,Arsenal,1.6666666666666667,2006Arsenal,2006GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Barcelona,La Liga,Deco,POR,MF,27.0,1977.0,29.0,28.0,2373.0,26.4,3.0,7.0,3.0,0.0,0.0,7.0,1.0,0.11,0.27,0.38,0.11,0.38,https://fbref.com/en/players/a8a2f283/Deco,,,,,,,,,,2006Deco,11,Deco,Portugal,FC Barcelone,1.4102564102564104,2006Barcelona,2006POR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,Milan,Serie A,Kaká,BRA,"FW,MF",23.0,1982.0,35.0,28.0,2563.0,28.5,14.0,8.0,11.0,3.0,3.0,1.0,0.0,0.49,0.28,0.77,0.39,0.67,https://fbref.com/en/players/b2d6ea70/Kaka,,,,,,,,,,2006Kaká,11,Kaká,Brésil,Milan AC,1.4102564102564104,2006Milan,2006BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Marseille,Ligue 1,Franck Ribéry,FRA,"FW,MF",22.0,1983.0,35.0,35.0,3050.0,33.9,6.0,5.0,6.0,0.0,1.0,6.0,0.0,0.18,0.15,0.32,0.18,0.32,https://fbref.com/en/players/f61c7c4e/Franck-Ribery,,,,,,,,,,2006Franck Ribéry,13,Franck Ribéry,France,Olympique de Marseille,1.1538461538461537,2006Marseille,2006FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,Manchester Utd,Premier League,Cristiano Ronaldo,POR,"FW,MF",20.0,1985.0,33.0,24.0,2286.0,25.4,9.0,6.0,9.0,0.0,0.0,8.0,1.0,0.35,0.24,0.59,0.35,0.59,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2006Cristiano Ronaldo,14,Cristiano Ronaldo,Portugal,Manchester United,0.6410256410256411,2006Manchester Utd,2006POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Milan,Serie A,Gennaro Gattuso,ITA,MF,27.0,1978.0,35.0,31.0,2758.0,30.6,3.0,4.0,3.0,0.0,0.0,5.0,1.0,0.1,0.13,0.23,0.1,0.23,https://fbref.com/en/players/46b066b5/Gennaro-Gattuso,,,,,,,,,,2006Gennaro Gattuso,14,Gennaro Gattuso,Italie,Milan AC,0.6410256410256411,2006Milan,2006ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
